table,field,version,path
header,PdEndDt,2012v2.1,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2012v2.1,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2012v2.1,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2012v2.1,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2012v2.1,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2012v2.1,Return/ReturnData/IRS990/Organization527
header,FormYr,2012v2.1,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2012v2.1,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2012v2.1,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2012v2.1,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2012v2.1,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2012v2.1,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2012v2.1,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2012v2.1,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2012v2.1,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2012v2.1,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2012v2.1,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2012v2.1,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2012v2.1,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2012v2.1,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2012v2.1,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2012v2.1,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2012v2.1,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2012v2.1,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2012v2.1,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2012v2.1,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2012v2.1,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2012v2.1,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2012v2.1,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2012v2.1,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2012v2.1,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2012v2.1,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2012v2.1,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2012v2.1,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2012v2.1,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2012v2.1,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2012v2.1,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2012v2.1,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2012v2.1,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2012v2.1,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2012v2.1,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2012v2.1,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2012v2.1,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2012v2.1,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2012v2.1,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2012v2.1,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2012v2.1,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2012v2.1,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2012v2.1,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2012v2.1,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2012v2.1,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2012v2.1,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2012v2.1,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2012v2.1,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2012v2.1,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2012v2.1,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2012v2.1,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2012v2.1,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2012v2.1,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2012v2.1,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2012v2.1,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2012v2.1,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2012v2.1,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2012v2.1,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2012v2.1,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2012v2.1,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2012v2.0,Return/ReturnHeader/Filer/EIN
header,TaxYr,2012v2.0,Return/ReturnHeader/TaxYear
header,Amended,2012v2.0,Return/ReturnHeader/AmendedReturn
header,FilerName1,2012v2.0,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2012v2.0,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2012v2.0,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2012v2.0,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2012v2.0,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2012v2.0,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2012v2.0,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2012v2.0,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2012v2.0,Return/ReturnData/IRS990/Organization527
header,FormYr,2012v2.0,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2012v2.0,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2012v2.0,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2012v2.0,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2012v2.0,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2012v2.0,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2012v2.0,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2012v2.0,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2012v2.0,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2012v2.0,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2012v2.0,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2012v2.0,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2012v2.0,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2012v2.0,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2012v2.0,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2012v2.0,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2012v2.0,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2012v2.0,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2012v2.0,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2012v2.0,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2012v2.0,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2012v2.0,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2012v2.0,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2012v2.0,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2012v2.0,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2012v2.0,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2012v2.0,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2012v2.0,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2012v2.0,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2012v2.0,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2012v2.0,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2012v2.0,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2012v2.0,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2012v2.0,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2012v2.0,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2012v2.0,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2012v2.0,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2012v2.0,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2012v2.0,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2012v2.0,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2012v2.0,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2012v2.0,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2012v2.0,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2012v2.0,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2012v2.0,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2012v2.0,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2012v2.0,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2012v2.0,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2012v2.0,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2012v2.0,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2012v2.0,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2012v2.0,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2012v2.0,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2012v2.0,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2012v2.0,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2012v2.0,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2012v2.0,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2012v2.0,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2012v2.0,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2012v2.0,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2011v1.5,Return/ReturnHeader/Filer/EIN
header,TaxYr,2011v1.5,Return/ReturnHeader/TaxYear
header,Amended,2011v1.5,Return/ReturnHeader/AmendedReturn
header,FilerName1,2011v1.5,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2011v1.5,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2011v1.5,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2011v1.5,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2011v1.5,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2011v1.5,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2011v1.5,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2011v1.5,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2011v1.5,Return/ReturnData/IRS990/Organization527
header,FormYr,2011v1.5,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2011v1.5,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2011v1.5,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2011v1.5,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2011v1.5,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2011v1.5,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2011v1.5,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2011v1.5,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2011v1.5,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2011v1.5,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2011v1.5,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2011v1.5,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2011v1.5,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2011v1.5,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2011v1.5,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2011v1.5,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2011v1.5,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2011v1.5,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2011v1.5,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2011v1.5,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2011v1.5,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2011v1.5,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2011v1.5,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2011v1.5,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2011v1.5,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2011v1.5,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2011v1.5,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2011v1.5,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2011v1.5,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2011v1.5,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2011v1.5,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2011v1.5,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2011v1.5,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2011v1.5,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2011v1.5,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2011v1.5,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2011v1.5,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2011v1.5,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2011v1.5,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2011v1.5,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2011v1.5,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2011v1.5,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2011v1.5,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2011v1.5,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2011v1.5,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2011v1.5,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2011v1.5,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2011v1.5,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2011v1.5,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2011v1.5,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2011v1.5,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2011v1.5,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2011v1.5,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2011v1.5,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2011v1.5,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2011v1.5,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2011v1.5,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2011v1.5,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2011v1.5,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2011v1.5,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2011v1.4,Return/ReturnHeader/Filer/EIN
header,TaxYr,2011v1.4,Return/ReturnHeader/TaxYear
header,Amended,2011v1.4,Return/ReturnHeader/AmendedReturn
header,FilerName1,2011v1.4,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2011v1.4,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2011v1.4,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2011v1.4,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2011v1.4,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2011v1.4,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2011v1.4,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2011v1.4,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2011v1.4,Return/ReturnData/IRS990/Organization527
header,FormYr,2011v1.4,Return/ReturnData/IRS990/YearFormation
part_i,VoteBodyCount,2011v1.4,Return/ReturnData/IRS990/NbrVotingMembersGoverningBody
part_i,VoteIndpCount,2011v1.4,Return/ReturnData/IRS990/NbrIndependentVotingMembers
part_i,Revenue,2011v1.4,Return/ReturnData/IRS990/TotalRevenueCurrentYear
part_i,Expenses,2011v1.4,Return/ReturnData/IRS990/TotalExpensesCurrentYear
part_i,RevLessExp,2011v1.4,Return/ReturnData/IRS990/RevenuesLessExpensesCY
part_iv,CurExcess,2011v1.4,Return/ReturnData/IRS990/ExcessBenefitTransaction
part_iv,PrevExcess,2011v1.4,Return/ReturnData/IRS990/PriorExcessBenefitTransaction
part_iv,HasLoan,2011v1.4,Return/ReturnData/IRS990/LoanToOfficerOrDQP
part_iv,RelPersRevenue,2011v1.4,Return/ReturnData/IRS990/GrantToRelatedPerson
part_iv,BusOrgMem,2011v1.4,Return/ReturnData/IRS990/BsnssRltnshpWithOrganization
part_iv,BusFamMem,2011v1.4,Return/ReturnData/IRS990/BsnssRltnshpThruFamilyMember
part_iv,BusOfficer,2011v1.4,Return/ReturnData/IRS990/OfficerEntityWithBsnssRltnshp
part_vi,Diversion,2011v1.4,Return/ReturnData/IRS990/MaterialDiversionOrMisuse
part_vi,HasMinutes,2011v1.4,Return/ReturnData/IRS990/MinutesOfGoverningBody
part_vi,PrvForm990,2011v1.4,Return/ReturnData/IRS990/Form990ProvidedToGoverningBody
part_vi,COIPolicy,2011v1.4,Return/ReturnData/IRS990/ConflictOfInterestPolicy
part_vi,WBPolicy,2011v1.4,Return/ReturnData/IRS990/WhistleblowerPolicy
part_vi,DocRetPolicy,2011v1.4,Return/ReturnData/IRS990/DocumentRetentionPolicy
part_vi,CeoCompProc,2011v1.4,Return/ReturnData/IRS990/CompensationProcessCEO
part_viii,FedCmpsAmt,2011v1.4,Return/ReturnData/IRS990/FederatedCampaigns
part_viii,MemDuesAmt,2011v1.4,Return/ReturnData/IRS990/MembershipDues
part_viii,FundrAmt,2011v1.4,Return/ReturnData/IRS990/FundraisingEvents
part_viii,RelOrgAmt,2011v1.4,Return/ReturnData/IRS990/RelatedOrganizations
part_viii,GovGrntAmt,2011v1.4,Return/ReturnData/IRS990/GovernmentGrants
part_viii,OtherCntAmt,2011v1.4,Return/ReturnData/IRS990/AllOtherContributions
part_viii,NoncashAmt,2011v1.4,Return/ReturnData/IRS990/NoncashContributions
part_viii,TtlCntAmt,2011v1.4,Return/ReturnData/IRS990/TotalContributions
part_viii,TtlPrgRevAmt,2011v1.4,Return/ReturnData/IRS990/TotalProgramServiceRevenue
part_viii,CntRptFndAmt,2011v1.4,Return/ReturnData/IRS990/CntrbtnsRprtdFundraisingEvents
part_viii,FndGrossAmt,2011v1.4,Return/ReturnData/IRS990/GrossIncomeFundraisingEvents
part_viii,FndDirExpAmt,2011v1.4,Return/ReturnData/IRS990/FundraisingDirectExpenses
part_viii,TtlFndRevAmt,2011v1.4,Return/ReturnData/IRS990/NetIncomeFromFundraisingEvents/TotalRevenueColumn
part_viii,TtlRevAmt,2011v1.4,Return/ReturnData/IRS990/TotalRevenue/TotalRevenueColumn
part_ix,GrnDomOrgAmt,2011v1.4,Return/ReturnData/IRS990/GrantsToDomesticOrgs/Total
part_ix,GrnDomIndAmt,2011v1.4,Return/ReturnData/IRS990/GrantsToIndividuals/Total
part_ix,GrnFrnAmt,2011v1.4,Return/ReturnData/IRS990/ForeignGrants/Total
part_ix,FundrFeesAmt,2011v1.4,Return/ReturnData/IRS990/FeesForServicesProfFundraising/Total
part_ix,AffilPmtAmt,2011v1.4,Return/ReturnData/IRS990/PaymentsToAffiliates/Total
part_ix,FncExpTtlAmt,2011v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Total
part_ix,FncExpSvcAmt,2011v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ProgramServices
part_ix,FncExpMgtAmt,2011v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/ManagementAndGeneral
part_ix,FncExpFndAmt,2011v1.4,Return/ReturnData/IRS990/TotalFunctionalExpenses/Fundraising
part_ix,JntCstTtlAmt,2011v1.4,Return/ReturnData/IRS990/TotalJointCosts/Total
part_ix,JntCstSvcAmt,2011v1.4,Return/ReturnData/IRS990/TotalJointCosts/ProgramServices
part_ix,JntCstMgtAmt,2011v1.4,Return/ReturnData/IRS990/TotalJointCosts/ManagementAndGeneral
part_ix,JntCstFdrAmt,2011v1.4,Return/ReturnData/IRS990/TotalJointCosts/Fundraising
part_x,TtlRevEOYAmt,2011v1.4,Return/ReturnData/IRS990/TotalAssets/EOY
part_x,TtlLblEOYAmt,2011v1.4,Return/ReturnData/IRS990/TotalLiabilities/EOY
part_x,UnrAssEOYAmt,2011v1.4,Return/ReturnData/IRS990/UnrestrictedNetAssets/EOY
part_x,TmpRstAssEOYAmt,2011v1.4,Return/ReturnData/IRS990/TemporarilyRestrictedNetAssets/EOY
part_x,PrmRstAssEOYAmt,2011v1.4,Return/ReturnData/IRS990/PermanentlyRestrictedNetAssets/EOY
part_x,CapStkTrEOYAmt,2011v1.4,Return/ReturnData/IRS990/CapStckTrstPrinCurrentFunds/EOY
part_x,PtInCapEOYAmt,2011v1.4,Return/ReturnData/IRS990/PaidInCapSrplsLandBldgEqpFund/EOY
part_x,RtnEndEOYAmt,2011v1.4,Return/ReturnData/IRS990/RetainedEarningsEndowmentEtc/EOY
part_x,TtlNetEOYAmt,2011v1.4,Return/ReturnData/IRS990/TotalNetAssetsFundBalances/EOY
part_x,SFAS117Yes,2011v1.4,Return/ReturnData/IRS990/FollowSFAS117
part_x,SFAS117No,2011v1.4,Return/ReturnData/IRS990/DoNotFollowSFAS117
part_xii,FSAudited,2011v1.4,Return/ReturnData/IRS990/FSAudited
part_xii,AuditCmt,2011v1.4,Return/ReturnData/IRS990/AuditCommittee
header,FilerEIN,2011v1.3,Return/ReturnHeader/Filer/EIN
header,TaxYr,2011v1.3,Return/ReturnHeader/TaxYear
header,Amended,2011v1.3,Return/ReturnHeader/AmendedReturn
header,FilerName1,2011v1.3,Return/ReturnHeader/Filer/Name/BusinessNameLine1
header,FilerName2,2011v1.3,Return/ReturnHeader/Filer/Name/BusinessNameLine2
header,PdBeginDt,2011v1.3,Return/ReturnHeader/TaxPeriodBeginDate
header,PdEndDt,2011v1.3,Return/ReturnHeader/TaxPeriodEndDate
header,Org501c3,2011v1.3,Return/ReturnData/IRS990/Organization501c3
header,Org501cInd,2011v1.3,Return/ReturnData/IRS990/Organization501c
header,Org501cType,2011v1.3,Return/ReturnData/IRS990/Organization501c*typeOf501cOrganization
header,Org4947a1,2011v1.3,Return/ReturnData/IRS990/Organization4947a1
header,Org527Ind,2011v1.3,Return/ReturnData/IRS990/Organization527
header,FormYr,2011v1.3,Return/ReturnData/IRS990/YearFormation
